CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('1725', '23989', 'Stanton', 'The Wiz', '15/3/21 00:01', 'DarrelDStanton@dayrep.com', 'Government/Military', 'BottomStep.com', '1005', 'Sales Mail Alias', 'Not Contacted', '845-510-9353'),
('2266', '24530', 'Restivo', 'Audio Visions', '15/3/21 00:01', 'GaryGRestivo@jourrapide.com', 'Manufacturing', 'ReverseWords.com', '1006', 'Trade Show', 'Contact in Future', '917-605-6495'),
('4239', '26503', 'Waters', 'Brown Derby', '15/3/21 00:01', 'ToddMWaters@fleckens.hu', 'Communications', 'CorporateBrain.com', '1007', 'Partner', 'Contact in Future', '561-548-7617'),
('2994', '', 'White', 'Adaptas', '14/3/21 00:01', 'VictorOWhite@cuvox.de', 'Consulting', 'PopularScape.com', '1003', 'Online Store', 'Junk Lead', '208-845-9357'),
('2998', '25262', 'Slane', 'Balanced Fortune', '14/3/21 00:01', 'WalterCSlane@rhyta.com', 'Financial Services', 'GeoBased.com', '1010', 'Employee Referral', 'Contacted', '781-769-6977'),
('3006', '25270', 'Wilson', 'Sherman\'s', '14/3/21 00:01', 'SamuelTWilson@rhyta.com', 'Consulting', 'NonSoap.com', '1008', 'Advertisement', 'Lost Lead', '214-824-4927'),
('1733', '23997', 'Murray', 'Good Times', '14/3/21 00:01', 'RogerJMurray@fleckens.hu', 'Consulting', 'SelfRestore.com', '1011', 'Public Relations', 'Contacted', '312-229-7089'),
('1736', '24000', 'McKnight', 'Auto Palace', '14/3/21 00:01', 'GeorgiaJMcKnight@cuvox.de', 'Technology', 'PoeticLanguage.com', '1007', 'Web Research', 'Contact in Future', '480-612-3717'),
('1741', '24005', 'Woolf', 'Weingarten\'s', '14/3/21 00:01', 'JosephAWoolf@teleworm.us', 'Government/Military', 'MotorcycleMarkets.com', '1009', 'External Referral', 'Lost Lead', '847-484-7510'),
('2717', '24981', 'Richardson', 'Henry\'s Hamburgers', '14/3/21 00:01', 'DeannaHRichardson@fleckens.hu', 'Pharma', 'BlinkCredit.com', '1006', 'Public Relations', 'Contact in Future', '717-632-6357'),
('4271', '26535', 'Wright', 'Netcore', '14/3/21 00:01', 'BridgetWWright@cuvox.de', 'Government/Military', 'DatingUpdate.com', '1003', 'Web Research', 'Lost Lead', '425-799-2162'),
('4250', '26514', 'Dale', 'Fragrant Flower Lawn Services', '14/3/21 00:01', 'LauraJDale@teleworm.us', 'Manufacturing', 'LacrosseProperties.com', '1008', 'Cold Call', 'Attempted to Contact', '812-425-7593'),
('4265', '26529', 'Lawless', 'Plan Smart', '14/3/21 00:01', 'DennisMLawless@cuvox.de', 'Manufacturing', 'RoboAge.com', '1009', 'Web Research', 'Pre Qualified', '601-259-2598'),
('4797', '', 'Raggs', 'Vari-Tec', '13/3/21 00:01', 'LatoyaJRaggs@jourrapide.com', 'Education', 'CharterFamily.com', '1004', 'External Referral', 'Lost Lead', '801-689-1927'),
('2093', '24357', 'Demarest', 'Mervyn\'s', '13/3/21 00:01', 'CandiRDemarest@einrot.com', 'Financial Services', 'CacheFunds.com', '1008', 'Partner', 'Contacted', '254-978-2540'),
('3349', '25613', 'Clark', 'Galyan\'s', '12/3/21 00:02', 'RobertJClark@teleworm.us', 'Government/Military', 'ComEntrepreneur.com', '1004', 'Partner', 'Contacted', '510-891-6362'),
('4004', '26268', 'Nock', 'Newhair', '12/3/21 00:01', 'PamelaJNock@dayrep.com', 'Technology', 'ApartmentMom.com', '1009', 'Trade Show', 'Pre Qualified', '219-614-4798'),
('2724', '', 'Jones', 'Monlinks', '12/3/21 00:01', 'JohnGJones@dayrep.com', 'Government/Military', 'BikeAppraisals.com', '1009', 'Online Store', 'Junk Lead', '641-927-4534'),
('1767', '24031', 'Abdallah', 'Paul\'s Record Hut', '12/3/21 00:01', 'ArnoldSAbdallah@gustr.com', 'IT Services', 'MonetizationInformation.com', '1002', 'External Referral', 'Pre Qualified', '904-976-9401'),
('1763', '', 'Phillips', 'Service Merchandise', '12/3/21 00:01', 'CallieMPhillips@superrito.com', 'Service Provider', 'GuardSales.com', '1005', 'External Referral', 'Contact in Future', '702-942-9291'),
('1761', '24025', 'Harrison', 'Simply Save', '12/3/21 00:01', 'AlbertPHarrison@jourrapide.com', 'Education', 'InternationalWords.com', '1009', 'Public Relations', 'Not Contacted', '516-678-4698'),
('1755', '24019', 'Lemire', '10000 Auto Parts', '12/3/21 00:01', 'StevenELemire@armyspy.com', 'Consulting', 'DiscDisplays.com', '1004', 'Online Store', 'Contacted', '414-777-6225'),
('1752', '24016', 'Martinez', 'Matrix Architectural Service', '12/3/21 00:01', 'LouiseRMartinez@rhyta.com', 'Manufacturing', 'RegistrationSpecials.com', '1009', 'Partner', 'Not Contacted', '618-226-4255'),
('1749', '24013', 'Wilbanks', 'Pearl Architectural Design', '12/3/21 00:01', 'BenjaminKWilbanks@armyspy.com', 'Technology', 'PrepayTickets.com', '1004', 'Employee Referral', 'Pre Qualified', '405-762-2787'),
('2042', '24306', 'Ammon', 'Peaches', '12/3/21 00:01', 'RobertLAmmon@einrot.com', 'Government/Military', 'AlarmRingtone.com', '1002', 'Partner', 'Contacted', '504-905-0282'),
('4273', '26537', 'King', 'Sampson\'s', '12/3/21 00:01', 'CliffAKing@superrito.com', 'Service Provider', 'MedicPlant.com', '1007', 'Cold Call', 'Not Contacted', '404-584-2968'),
('4274', '', 'Koonce', 'Mikrotechnic', '12/3/21 00:01', 'PamelaJKoonce@armyspy.com', 'IT Services', 'GamerTrash.com', '1010', 'Cold Call', 'Pre Qualified', '205-346-5770'),
('4276', '26540', 'Eckhoff', 'The Flying Hippo', '12/3/21 00:01', 'JamesJEckhoff@dayrep.com', 'Financial Services', 'WhosLaughing.com', '1002', 'Advertisement', 'Contacted', '925-818-1903'),
('4279', '26543', 'Loving', 'Sun Television and Appliances', '12/3/21 00:01', 'GwenGLoving@gustr.com', 'Consulting', 'SatelliteSeeker.com', '1003', 'Employee Referral', 'Pre Qualified', '979-265-8704'),
('4282', '26546', 'Waller', 'Purity Supreme', '12/3/21 00:01', 'RussellMWaller@einrot.com', 'Education', 'DiscJackets.com', '1008', 'Web Research', 'Not Contacted', '651-429-5173'),
('4285', '', 'Story', 'Grey Fade', '12/3/21 00:01', 'BrandeeDStory@jourrapide.com', 'Financial Services', 'InformationSelect.com', '1008', 'Advertisement', 'Contacted', '678-313-4979'),
('3008', '25272', 'Jones', 'Williams Bros.', '12/3/21 00:01', 'RaquelRJones@cuvox.de', 'Government/Military', 'NumericNews.com', '1006', 'Web Research', 'Not Contacted', '561-968-0444'),
('4288', '26552', 'Prince', 'Knox Lumber', '12/3/21 00:01', 'GretchenWPrince@gustr.com', 'Government/Military', 'MobileButtons.com', '1002', 'Web Research', 'Pre Qualified', '516-699-0220'),
('3009', '', 'Rodriguez', 'Super Shops', '12/3/21 00:01', 'AmandaFRodriguez@fleckens.hu', 'Manufacturing', 'DebtInspector.com', '1009', 'Cold Call', 'Pre Qualified', '262-581-9103'),
('4291', '26555', 'Porter', 'Music Boutique', '12/3/21 00:01', 'RichardBPorter@dayrep.com', 'Education', 'GamingProblem.com', '1002', 'Cold Call', 'Not Contacted', '770-568-5613'),
('4292', '26556', 'Fischer', 'Afforda Merchant Services', '12/3/21 00:01', 'ScottVFischer@fleckens.hu', 'Service Provider', 'ReadyStats.com', '1003', 'External Referral', 'Pre Qualified', '208-792-4444'),
('4293', '26557', 'Walston', 'Gold Leaf Garden Management', '12/3/21 00:01', 'DanielAWalston@armyspy.com', 'Technology', 'TooPopular.com', '1011', 'Web Research', 'Contact in Future', '662-822-5120'),
('4294', '26558', 'Campbell', 'Consumers Food and Drug', '12/3/21 00:01', 'MarieACampbell@einrot.com', 'Pharma', 'EntrepreneurWork.com', '1009', 'Partner', 'Contacted', '406-834-3607'),
('4296', '26560', 'Pierce', 'Buena Vista Garden Maintenance', '12/3/21 00:01', 'JosephJPierce@rhyta.com', 'Technology', 'AnAnnouncement.com', '1007', 'Sales Mail Alias', 'Attempted to Contact', '704-204-8143'),
('4297', '26561', 'Haskin', 'Specialty Restaurant Group', '12/3/21 00:01', 'AngelEHaskin@cuvox.de', 'Education', 'PrepaidPoints.com', '1008', 'Public Relations', 'Pre Qualified', '248-275-7886'),
('4299', '', 'Ortega', 'Foxmoor', '12/3/21 00:01', 'ChrisEOrtega@armyspy.com', 'IT Services', 'PetRetreats.com', '1009', 'Cold Call', 'Lost Lead', '740-467-8766'),
('1743', '24007', 'Lewis', 'Corinthian Designs', '12/3/21 00:01', 'JohnALewis@superrito.com', 'Communications', 'TVEnthusiast.com', '1009', 'Partner', 'Not Contacted', '860-896-3407'),
('1746', '24010', 'Cudney', 'John Plain', '12/3/21 00:01', 'AllenMCudney@gustr.com', 'Financial Services', 'Gigarank.com', '1011', 'Employee Referral', 'Contacted', '318-949-4753'),
('1744', '24008', 'Harmon', 'Chargepal', '12/3/21 00:01', 'KristiMHarmon@einrot.com', 'Education', 'FailStats.com', '1001', 'Trade Show', 'Pre Qualified', '310-666-4733'),
('3996', '26260', 'McClure', 'Bay Furniture', '11/3/21 00:01', 'JaniceSMcClure@gustr.com', 'Communications', 'EastTribune.com', '1001', 'Public Relations', 'Contact in Future', '704-720-0855'),
('2098', '24362', 'Davis', 'Express Merchant Service', '10/3/21 00:01', 'JasonHDavis@dayrep.com', 'Government/Military', 'MysterySinger.com', '1002', 'Trade Show', 'Junk Lead', '310-329-3274'),
('2061', '24325', 'Christian', 'Strategic Profit', '10/3/21 00:01', 'JeromeMChristian@jourrapide.com', 'Consulting', 'WordEvolution.com', '1006', 'Trade Show', 'Junk Lead', '213-610-5138'),
('4798', '27062', 'Kilgore', 'Monk Home Loans', '10/3/21 00:01', 'LeoAKilgore@jourrapide.com', 'Manufacturing', 'AutoMethod.com', '1009', 'External Referral', 'Contacted', '805-533-2722'),
('3982', '26246', 'Pendergrass', 'Value Giant', '10/3/21 00:01', 'LarryJPendergrass@fleckens.hu', 'Technology', 'QuoteApproval.com', '1007', 'Cold Call', 'Contact in Future', '219-279-5739'),
('4263', '26527', 'Lynch', 'Omni Tech Solutions', '9/3/21 00:01', 'CharlesDLynch@teleworm.us', 'IT Services', 'ProtectionPoker.com', '1011', 'Employee Referral', 'Contacted', '510-825-1961'),
('2114', '', 'Kushner', 'A. L. Price', '9/3/21 00:01', 'JeannineTKushner@rhyta.com', 'Consulting', 'CheerfulGuy.com', '1009', 'Online Store', 'Contacted', '913-227-7536'),
('3505', '25769', 'Lipscomb', 'Judy\'s', '9/3/21 00:01', 'EdwardSLipscomb@teleworm.us', 'Service Provider', 'OnDemandHost.com', '1004', 'Web Research', 'Contacted', '508-825-1752'),
('4770', '27034', 'Cardello', 'Hughes & Hatcher', '9/3/21 00:01', 'LenoraBCardello@fleckens.hu', 'Education', 'MobileFreezers.com', '1003', 'Public Relations', 'Contacted', '518-408-5792'),
('2722', '24986', 'Olsson', 'Mission G', '9/3/21 00:01', 'RogerLOlsson@superrito.com', 'Education', 'LastJune.com', '1009', 'Advertisement', 'Contact in Future', '201-587-1393'),
('2063', '24327', 'Schultz', 'The White Swan', '8/3/21 00:02', 'GloriaJSchultz@teleworm.us', 'Manufacturing', 'LinkReady.com', '1004', 'Cold Call', 'Pre Qualified', '610-752-0253'),
('3341', '25605', 'Pennington', 'Sandy\'s', '8/3/21 00:02', 'BeatriceAPennington@fleckens.hu', 'Service Provider', 'RewardsPays.com', '1009', 'Employee Referral', 'Not Contacted', '417-213-6082'),
('2084', '24348', 'Taylor', 'Gold Touch', '8/3/21 00:01', 'AlanYTaylor@dayrep.com', 'Financial Services', 'CardFlips.com', '1004', 'External Referral', 'Contacted', '419-719-5601'),
('3333', '25597', 'Smith', 'McDuff', '8/3/21 00:01', 'MichaelGSmith@jourrapide.com', 'Pharma', 'CellularSummit.com', '1008', 'Sales Mail Alias', 'Pre Qualified', '786-420-8371'),
('2733', '24997', 'Gunther', 'The Jolly Farmer', '7/3/21 00:12', 'JohnCGunther@superrito.com', 'Education', 'RentalZine.com', '1001', 'Trade Show', 'Junk Lead', '785-851-4400'),
('3310', '25574', 'Jones', 'Cut Rite', '7/3/21 00:01', 'MarkPJones@armyspy.com', 'Education', 'WikiClips.com', '1002', 'Public Relations', 'Pre Qualified', '615-832-1687'),
('3363', '', 'Riley', 'Sam Goody', '7/3/21 00:01', 'AndresRRiley@dayrep.com', 'Service Provider', 'SunActivities.com', '1010', 'External Referral', 'Junk Lead', '713-400-5160'),
('4001', '26265', 'Tardif', 'Magna Consulting', '7/3/21 00:01', 'MarthaFTardif@teleworm.us', 'Communications', 'MichiganSurgeons.com', '1001', 'Web Research', 'Lost Lead', '661-459-6562'),
('1758', '', 'Wymer', 'Electronics Source', '7/3/21 00:01', 'DeliaJWymer@rhyta.com', 'Government/Military', 'OrganizedGaming.com', '1003', 'Trade Show', 'Pre Qualified', '978-721-8192'),
('2045', '24309', 'Butterworth', 'Thompson', '7/3/21 00:01', 'JuliaDButterworth@rhyta.com', 'Communications', 'MetaTerm.com', '1002', 'External Referral', 'Pre Qualified', '803-462-0193'),
('2049', '24313', 'Duppstadt', 'Boston Sea Party', '6/3/21 00:12', 'CharlesADuppstadt@teleworm.us', 'Technology', 'eBuzzed.com', '1005', 'Online Store', 'Not Contacted', '706-814-4683'),
('2725', '24989', 'Ford', 'Monsource', '5/3/21 00:01', 'JamesLFord@rhyta.com', 'Education', 'EverydayRisk.com', '1011', 'Partner', 'Pre Qualified', '334-678-9229'),
('3372', '25636', 'Blazek', 'Strength Gurus', '5/3/21 00:01', 'MildredDBlazek@teleworm.us', 'Education', 'DiabeticPerson.com', '1003', 'Web Research', 'Attempted to Contact', '443-405-7980'),
('3327', '25591', 'Lee', 'Muirhead\'s', '5/3/21 00:01', 'JoseLLee@teleworm.us', 'Financial Services', 'BreadSandwich.com', '1008', 'Employee Referral', 'Attempted to Contact', '646-217-5630'),
('2104', '24368', 'Crawford', 'Shoe Kicks', '5/3/21 00:01', 'MichealMCrawford@rhyta.com', 'Government/Military', 'PoolWorker.com', '1001', 'Trade Show', 'Contact in Future', '334-889-3579'),
('2990', '25254', 'Hays', 'Better Business Ideas and Services', '4/3/21 00:01', 'JenniferJHays@fleckens.hu', 'IT Services', 'DataMonthly.com', '1005', 'Employee Referral', 'Not Contacted', '818-335-6847'),
('4799', '27063', 'Faust', 'Rivera Property Maintenance', '4/3/21 00:01', 'AmberDFaust@jourrapide.com', 'IT Services', 'FlorenceBar.com', '1001', 'Public Relations', 'Not Contacted', '626-388-7952'),
('2269', '24533', 'Thacker', 'Eagle Hardware & Garden', '4/3/21 00:01', 'DavidMThacker@fleckens.hu', 'Technology', 'GlobalHoneymoons.com', '1008', 'Web Research', 'Not Contacted', '253-225-0721'),
('3370', '25634', 'Miller', 'Buena Vista Realty Service', '4/3/21 00:01', 'DougAMiller@superrito.com', 'Communications', 'GroovyShow.com', '1004', 'Cold Call', 'Contacted', '337-743-3758'),
('2108', '24372', 'Olivo', 'Luria\'s', '4/3/21 00:01', 'AmandaROlivo@einrot.com', 'Communications', 'StomachBlog.com', '1002', 'Web Research', 'Pre Qualified', '270-619-6185'),
('3320', '', 'McCauley', 'Walt\'s IGA', '4/3/21 00:01', 'MarthaBMcCauley@teleworm.us', 'Pharma', 'SemiYearly.com', '1009', 'Cold Call', 'Contact in Future', '570-884-1691'),
('4898', '', 'Lynch', 'The Royal Canadian Pancake Houses', '3/3/21 00:01', 'JefferyKLynch@fleckens.hu', 'Technology', 'SideCredit.com', '1006', 'Online Store', 'Not Contacted', '231-667-3598'),
('2296', '24560', 'Strong', 'Irving\'s Sporting Goods', '3/3/21 00:01', 'ScottMStrong@einrot.com', 'Government/Military', 'TwoPizzas.com', '1006', 'Cold Call', 'Not Contacted', '503-843-7676'),
('4867', '27131', 'Dykema', 'Your Choices', '3/3/21 00:01', 'ClaudeMDykema@jourrapide.com', 'Manufacturing', 'AdStudies.com', '1006', 'Sales Mail Alias', 'Attempted to Contact', '870-481-5612'),
('2313', '24577', 'Hughes', 'Karl\'s Shoes', '3/3/21 00:01', 'JackJHughes@superrito.com', 'Manufacturing', 'AustinSalesJobs.com', '1003', 'Cold Call', 'Lost Lead', '641-593-1409'),
('4891', '27155', 'Martin', 'Sav-A-Center', '3/3/21 00:01', 'GloriaFMartin@dayrep.com', 'IT Services', 'RepublicanStandard.com', '1002', 'Web Research', 'Pre Qualified', '907-533-0411'),
('3626', '25890', 'Bess', 'Chandlers', '3/3/21 00:01', 'OlaCBess@einrot.com', 'Consulting', 'MarketingAthletes.com', '1009', 'Web Research', 'Pre Qualified', '830-744-5172'),
('2361', '24625', 'Rhodes', 'Corpbay', '3/3/21 00:01', 'MaryJRhodes@gustr.com', 'Government/Military', 'StrictlyYoga.com', '1009', 'Employee Referral', 'Pre Qualified', '513-786-9527'),
('2368', '24632', 'Jackson', 'Jacobs', '3/3/21 00:01', 'MyrtleJJackson@rhyta.com', 'IT Services', 'CapitalZoom.com', '1009', 'Cold Call', 'Not Contacted', '630-498-1275'),
('3648', '25912', 'Spencer', 'Total Yard Maintenance', '3/3/21 00:01', 'JamesASpencer@jourrapide.com', 'Government/Military', 'EatFastFood.com', '1001', 'Cold Call', 'Pre Qualified', '818-577-3466'),
('4768', '27032', 'Watts', 'Weathervane', '3/3/21 00:01', 'HowardSWatts@dayrep.com', 'Government/Military', 'TravelingCoupons.com', '1004', 'Advertisement', 'Not Contacted', '219-883-0559'),
('4769', '', 'Winston', 'Cloth World', '3/3/21 00:01', 'JamesCWinston@jourrapide.com', 'Consulting', 'StrawberryBar.com', '1004', 'Public Relations', 'Pre Qualified', '734-995-3780'),
('3504', '25768', 'Queen', 'Twin Food Stores', '3/3/21 00:01', 'TashaDQueen@cuvox.de', 'Pharma', 'ValuableReports.com', '1002', 'Sales Mail Alias', 'Pre Qualified', '860-881-5235'),
('4791', '27055', 'Forster', 'Saturday Matinee', '3/3/21 00:01', 'DannyDForster@superrito.com', 'Service Provider', 'GreenHealthInsurance.com', '1004', 'Advertisement', 'Pre Qualified', '641-431-1864'),
('2238', '', 'Weber', 'Intelli Wealth Group', '3/3/21 00:01', 'LisaMWeber@jourrapide.com', 'Consulting', 'DesertScreen.com', '1009', 'Cold Call', 'Not Contacted', '231-377-2673'),
('3526', '', 'Marroquin', 'Gas Zone', '3/3/21 00:01', 'TerriGMarroquin@armyspy.com', 'Pharma', 'TextFraud.com', '1008', 'Trade Show', 'Pre Qualified', '530-945-3032'),
('4810', '27074', 'Pietsch', 'Keeney\'s', '3/3/21 00:01', 'KatieJPietsch@gustr.com', 'Education', 'CableLog.com', '1003', 'Advertisement', 'Contact in Future', '423-294-8299'),
('4303', '26567', 'Browning', 'Rose Records', '3/3/21 00:01', 'JohnCBrowning@superrito.com', 'Consulting', 'RodeoAwards.com', '1006', 'Cold Call', 'Contacted', '256-759-7325'),
('4304', '26568', 'Allen', 'Monlinks', '3/3/21 00:01', 'BrentVAllen@rhyta.com', 'Government/Military', 'TodaysExcuse.com', '1007', 'Trade Show', 'Junk Lead', '410-238-0253'),
('4826', '27090', 'Wright', 'Simply Save', '3/3/21 00:01', 'JoseLWright@teleworm.us', 'Manufacturing', 'OrlandoResumes.com', '1005', 'External Referral', 'Not Contacted', '231-445-9226'),
('2280', '', 'Clever', 'Asiatic Solutions', '3/3/21 00:01', 'ShirleyKClever@teleworm.us', 'Technology', 'ReferenceMall.com', '1011', 'Partner', 'Contact in Future', '313-209-1073'),
('4843', '27107', 'Dunn', 'Adaptaz', '3/3/21 00:01', 'JackTDunn@rhyta.com', 'Government/Military', 'TravellingSpeed.com', '1011', 'Trade Show', 'Lost Lead', '716-951-3536'),
('1773', '24037', 'Taylor', 'JasmineSola', '3/3/21 00:01', 'MelvinaJTaylor@jourrapide.com', 'Pharma', 'ParkingClinic.com', '1005', 'Public Relations', 'Contacted', '614-297-1281'),
('4846', '27110', 'Taylor', 'Little Folk Shops', '3/3/21 00:01', 'SophiaTTaylor@fleckens.hu', 'Pharma', 'SanFranciscoAgency.com', '1010', 'Trade Show', 'Contact in Future', '239-543-9722'),
('3351', '25615', 'Kennedy', 'La Petite Boulangerie', '2/3/21 00:12', 'BrianDKennedy@armyspy.com', 'Manufacturing', 'EntrepreneurBuilder.com', '1006', 'Cold Call', 'Pre Qualified', '484-517-0146'),
('1762', '24026', 'Warren', 'ABCO Foods', '2/3/21 00:01', 'LindaJWarren@superrito.com', 'Consulting', 'LocalBrief.com', '1009', 'Web Research', 'Pre Qualified', '202-355-5456'),
('1711', '23975', 'Lockett', 'Macroserve', '2/3/21 00:01', 'JacobWLockett@dayrep.com', 'Technology', 'ConsultingNurse.com', '1003', 'Employee Referral', 'Attempted to Contact', '804-926-8600'),
('3321', '25585', 'Pagan', 'A Plus Lawn Care', '2/3/21 00:01', 'VickiMPagan@jourrapide.com', 'Manufacturing', 'DocumentDashboard.com', '1010', 'Web Research', 'Lost Lead', '918-687-7527'),
('2082', '24346', 'Lewis', 'Yardbirds Home Center', '1/3/21 00:12', 'VirginiaGLewis@dayrep.com', 'Financial Services', 'StoreVendors.com', '1003', 'Partner', 'Contact in Future', '636-549-1281'),
('3988', '', 'Barksdale', 'Judy\'s', '1/3/21 00:12', 'ClaudeHBarksdale@einrot.com', 'Education', 'SearchHipHop.com', '1004', 'Employee Referral', 'Contacted', '360-484-0050'),
('4665', '26929', 'Lamb', 'Total Yard Management', '1/3/21 00:01', 'MatthewKLamb@jourrapide.com', 'Consulting', 'RestaurantGreek.com', '1004', 'Sales Mail Alias', 'Pre Qualified', '315-893-9048'),
('2985', '25249', 'Williams', 'Kohl\'s Food Stores', '1/3/21 00:01', 'KristaMWilliams@teleworm.us', 'Government/Military', 'SkiSurfers.com', '1005', 'Cold Call', 'Attempted to Contact', '941-861-2949'),
('3001', '25265', 'Haigh', 'Gino\'s Hamburgers', '1/3/21 00:01', 'IreneJHaigh@armyspy.com', 'Consulting', 'StoryPortfolio.com', '1011', 'Sales Mail Alias', 'Contact in Future', '215-706-8993'),
('2737', '25001', 'Foster', 'Standard Sales', '1/3/21 00:01', 'MichaelVFoster@teleworm.us', 'Manufacturing', 'CatchBreath.com', '1007', 'Employee Referral', 'Contacted', '646-390-0118'),
('3400', '25664', 'Kline', 'Weingarten\'s', '1/3/21 00:01', 'RobinCKline@jourrapide.com', 'Consulting', 'MedicalGenie.com', '1011', 'Public Relations', 'Pre Qualified', '208-823-2008'),
('4689', '26953', 'Burch', 'Levitz Furniture', '1/3/21 00:01', 'CharlesRBurch@einrot.com', 'Consulting', 'PrepaidTelevision.com', '1004', 'External Referral', 'Contact in Future', '810-471-0488'),
('4696', '26960', 'Vasquez', 'Circus World', '1/3/21 00:01', 'DorothyRVasquez@einrot.com', 'Manufacturing', 'MoldSearch.com', '1001', 'Advertisement', 'Not Contacted', '678-569-7690'),
('4698', '26962', 'Guerrero', 'Canal Villere', '1/3/21 00:01', 'LeolaMGuerrero@gustr.com', 'Service Provider', 'GroupMall.com', '1009', 'Employee Referral', 'Contact in Future', '770-682-3587'),
